CAM,DBA,A_PORT,AIRNAME,BUILD,CUISINE_DESC,INS_DATE,ACTION_1,V_CODE,V_DESC,C_FLAG,SCR,GRD,GRD_DATE,REC_DATE,INS_TYPE
41216872,"BRIAN DEMPSEY'S ALE HOUSE",ABI,"Abilene Regional Airport",3931,Irish,19/01/2016,"Violations were cited in the following area(s).",06F,"Wiping cloths soiled or not stored in sanitizing solution.",Critical,18,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50010946,"FOREST BAGELS",ABI,"Abilene Regional Airport",1180,American,3/06/2015,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",10,A,3/06/2015,28/08/2017,"Cycle Inspection / Re-inspection"
41138610,DANDANA,ABI,"Abilene Regional Airport",4221,Mediterranean,12/03/2016,"Violations were cited in the following area(s).",10H,"Proper sanitization not provided for utensil ware washing operation.","Not Critical",4,A,12/03/2016,28/08/2017,"Cycle Inspection / Initial Inspection"
50002500,PIPPALI,ABI,"Abilene Regional Airport",129,Indian,11/06/2015,"Violations were cited in the following area(s).",10E,"Accurate thermometer not provided in refrigerated or hot holding equipment.","Not Critical",12,A,11/06/2015,28/08/2017,"Cycle Inspection / Re-inspection"
40576286,"ANNA MARIA PIZZA PASTA",ABI,"Abilene Regional Airport",179,Pizza,7/03/2016,"Violations were cited in the following area(s).",06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,29,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50044049,"DA RAFFAELE",ABI,"Abilene Regional Airport",883,Italian,7/12/2016,"Violations were cited in the following area(s).",06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,29,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50060984,"KOREAN & CHINESE CUISINE",ABI,"Abilene Regional Airport",13335,Korean,12/04/2017,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",7,A,12/04/2017,28/08/2017,"Pre-permit (Operational) / Initial Inspection"
41150371,"FAST & FRESH BURRITO DELI",ABI,"Abilene Regional Airport",84,Mexican,28/07/2016,"Violations were cited in the following area(s).",06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8,A,28/07/2016,28/08/2017,"Cycle Inspection / Initial Inspection"
41654997,"JIM'S CHINA KING",ABI,"Abilene Regional Airport",563,Chinese,15/04/2015,"Violations were cited in the following area(s).",10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.","Not Critical",4,A,15/04/2015,28/08/2017,"Cycle Inspection / Re-inspection"
41693861,"ACE HOT BAGEL & DELI",ABI,"Abilene Regional Airport",25305,Bagels/Pretzels,1/03/2017,"Violations were cited in the following area(s).",08A,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",15,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40513414,"PADDY MAGUIRE'S ALE HOUSE",ABI,"Abilene Regional Airport",237,"Bottled beverages, including water, sodas, juices, etc.",10/06/2016,"Violations were cited in the following area(s).",15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.","Not Critical",,,,28/08/2017,"Smoke-Free Air Act / Re-inspection"
50002209,"NEW TOPPS BAKERY & RESTAURANT",ABI,"Abilene Regional Airport",8021,Bakery,5/08/2016,"Violations were cited in the following area(s).",02B,"Hot food item not held at or above 140Âº F.",Critical,40,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41659908,"TENZAN SUSHI",ABI,"Abilene Regional Airport",7119,Japanese,24/08/2016,"Violations were cited in the following area(s).",04M,"Live roaches present in facility's food and/or non-food areas.",Critical,11,A,24/08/2016,28/08/2017,"Cycle Inspection / Re-inspection"
41164203,"U & I RESTAURANT",ABI,"Abilene Regional Airport",4409,American,2/04/2014,"Violations were cited in the following area(s).",04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,15,B,2/04/2014,28/08/2017,"Cycle Inspection / Re-inspection"
50057690,JUICEGO,ABI,"Abilene Regional Airport",333,"Juice, Smoothies, Fruit Salads",4/04/2017,"Violations were cited in the following area(s).",04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,7,A,4/04/2017,28/08/2017,"Pre-permit (Operational) / Initial Inspection"
50014417,"SHU HAN JU AUTHENTIC CHINESE CUISINE",ABI,"Abilene Regional Airport",465,Chinese,21/03/2017,"Violations were cited in the following area(s).",06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,38,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50033132,"UMAMI BURGER",ABI,"Abilene Regional Airport",158,American,27/04/2015,"Violations were cited in the following area(s).",16C,"Caloric content not posted on menus, menu boards or food tags, in a food service establishment that is 1 of 15 or more outlets operating the same type of business nationally under common ownership or control, or as a franchise or doing business under the same name, for each menu item that is served in portions, the size and content of which are standardized.","Not Critical",,,,28/08/2017,"Calorie Posting / Initial Inspection"
50038190,"TASTY TASTY CHINESE",ABI,"Abilene Regional Airport",534,Chinese,27/02/2017,"Violations were cited in the following area(s).",06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,16,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41387345,"DUNKIN' DONUTS",ABI,"Abilene Regional Airport",1049,American,20/05/2014,"Violations were cited in the following area(s).",10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.","Not Critical",22,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41381879,"DUNKIN' DONUTS",ABI,"Abilene Regional Airport",13415,Donuts,19/06/2015,"Violations were cited in the following area(s).",02G,"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",Critical,21,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41698218,Bustan,ABI,"Abilene Regional Airport",487,Italian,12/03/2015,"Violations were cited in the following area(s).",10H,"Proper sanitization not provided for utensil ware washing operation.","Not Critical",21,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50004312,KFC,ABI,"Abilene Regional Airport",242,Chicken,29/07/2015,"Violations were cited in the following area(s).",04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,15,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50047337,"PAULIE'S PIZZERIA",ABI,"Abilene Regional Airport",500,Pizza/Italian,22/03/2017,"Violations were cited in the following area(s).",02B,"Hot food item not held at or above 140Âº F.",Critical,20,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50000029,"CYPRESS PIZZERIA & RESTAURANT",ABI,"Abilene Regional Airport",3326,Pizza/Italian,26/05/2016,"Violations were cited in the following area(s).",04M,"Live roaches present in facility's food and/or non-food areas.",Critical,23,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41659206,"SIGGY'S NYC",ABI,"Abilene Regional Airport",292,American,30/03/2016,"Violations were cited in the following area(s).",04C,"Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.",Critical,20,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40634433,"DUNKIN' DONUTS",ABI,"Abilene Regional Airport",24809,Donuts,21/10/2015,"Violations were cited in the following area(s).",04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10,A,21/10/2015,28/08/2017,"Cycle Inspection / Re-inspection"
50003208,"NEW KINGS GARDEN CHINESE RESTAURANT",ABI,"Abilene Regional Airport",9606,Chinese,30/04/2015,"Violations were cited in the following area(s).",04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,11,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50005299,"ACEY DUCEY'S",ABI,"Abilene Regional Airport",10117,American,13/05/2015,"Violations were cited in the following area(s).",20D,"Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.","Not Critical",,,,28/08/2017,"Administrative Miscellaneous / Initial Inspection"
50038736,"DON NICO'S",ABI,"Abilene Regional Airport",9014,Mexican,17/11/2016,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",12,A,17/11/2016,28/08/2017,"Cycle Inspection / Re-inspection"
41708165,"RAINBOW BAKERY & ICE CREAM",ABI,"Abilene Regional Airport",7318,Bakery,17/12/2015,"No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,28/08/2017,"Administrative Miscellaneous / Re-inspection"
41546344,"AUNTIE ANNE'S PRETZELS",ABI,"Abilene Regional Airport",0,Hotdogs/Pretzels,17/09/2015,"Violations were cited in the following area(s).",06A,"Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",Critical,15,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50014941,DOMINO'S,ABI,"Abilene Regional Airport",1216,Pizza,22/10/2015,"Violations were cited in the following area(s).",10E,"Accurate thermometer not provided in refrigerated or hot holding equipment.","Not Critical",22,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50001776,"THE PALM",ABI,"Abilene Regional Airport",NKA,American,13/05/2016,"Violations were cited in the following area(s).",04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,24,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40383281,"GABY'S PIZZA",ABI,"Abilene Regional Airport",20423,Pizza,4/02/2015,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",8,A,4/02/2015,28/08/2017,"Cycle Inspection / Initial Inspection"
40380628,"PISA PIZZERIA",ABI,"Abilene Regional Airport",6568,Pizza/Italian,20/11/2013,"Violations were cited in the following area(s).",06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,28,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40993654,"HELLS KITCHEN CAFE/HK LOUNGE",ABI,"Abilene Regional Airport",523,American,13/04/2016,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",4,A,13/04/2016,28/08/2017,"Cycle Inspection / Initial Inspection"
